State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,county-a,county-b,flow-from-b-to-a,flow-from-a-to-b,net-flow-from-b-to-a,gross-migration
6,101,6,71,Sutter County,San Bernardino County,11,143,-132,154
6,101,6,73,Sutter County,San Diego County,69,16,53,85
6,101,6,75,Sutter County,San Francisco County,43,53,-10,96
6,101,6,77,Sutter County,San Joaquin County,74,119,-45,193
6,101,6,79,Sutter County,San Luis Obispo County,87,13,74,100
6,101,6,81,Sutter County,San Mateo County,94,0,94,94
6,101,6,83,Sutter County,Santa Barbara County,0,39,-39,39
6,101,6,85,Sutter County,Santa Clara County,89,249,-160,338
6,101,6,87,Sutter County,Santa Cruz County,0,24,-24,24
6,101,6,89,Sutter County,Shasta County,13,0,13,13
6,101,6,95,Sutter County,Solano County,17,17,0,34
6,101,6,97,Sutter County,Sonoma County,34,125,-91,159
6,101,6,99,Sutter County,Stanislaus County,225,10,215,235
6,101,6,103,Sutter County,Tehama County,20,79,-59,99
6,101,6,107,Sutter County,Tulare County,0,191,-191,191
6,101,6,109,Sutter County,Tuolumne County,4,0,4,4
6,101,6,111,Sutter County,Ventura County,2,32,-30,34
6,101,6,113,Sutter County,Yolo County,0,434,-434,434
6,101,6,115,Sutter County,Yuba County,"1,571","1,387",184,"2,958"
6,103,6,1,Tehama County,Alameda County,39,0,39,39
6,103,6,7,Tehama County,Butte County,419,428,-9,847
6,103,6,11,Tehama County,Colusa County,102,0,102,102
6,103,6,13,Tehama County,Contra Costa County,6,85,-79,91
6,103,6,15,Tehama County,Del Norte County,6,41,-35,47
6,103,6,19,Tehama County,Fresno County,59,70,-11,129
6,103,6,21,Tehama County,Glenn County,535,99,436,634
6,103,6,23,Tehama County,Humboldt County,13,102,-89,115
6,103,6,29,Tehama County,Kern County,26,7,19,33
6,103,6,33,Tehama County,Lake County,74,101,-27,175
6,103,6,35,Tehama County,Lassen County,65,38,27,103
6,103,6,37,Tehama County,Los Angeles County,29,39,-10,68
6,103,6,39,Tehama County,Madera County,0,37,-37,37
6,103,6,41,Tehama County,Marin County,16,0,16,16
6,103,6,43,Tehama County,Mariposa County,0,36,-36,36
6,103,6,45,Tehama County,Mendocino County,7,7,0,14
6,103,6,47,Tehama County,Merced County,2,0,2,2
6,103,6,49,Tehama County,Modoc County,12,4,8,16
6,103,6,53,Tehama County,Monterey County,193,0,193,193
6,103,6,55,Tehama County,Napa County,5,0,5,5
6,103,6,57,Tehama County,Nevada County,7,0,7,7
6,103,6,59,Tehama County,Orange County,16,87,-71,103
6,103,6,61,Tehama County,Placer County,185,30,155,215
6,103,6,63,Tehama County,Plumas County,246,0,246,246
6,103,6,65,Tehama County,Riverside County,0,25,-25,25
6,103,6,67,Tehama County,Sacramento County,70,251,-181,321
6,103,6,69,Tehama County,San Benito County,0,34,-34,34
6,103,6,71,Tehama County,San Bernardino County,2,59,-57,61
6,103,6,73,Tehama County,San Diego County,63,30,33,93
6,103,6,77,Tehama County,San Joaquin County,45,24,21,69
6,103,6,79,Tehama County,San Luis Obispo County,15,0,15,15
6,103,6,81,Tehama County,San Mateo County,0,41,-41,41
6,103,6,85,Tehama County,Santa Clara County,53,19,34,72
6,103,6,87,Tehama County,Santa Cruz County,24,0,24,24
6,103,6,89,Tehama County,Shasta County,"1,043",878,165,"1,921"
6,103,6,93,Tehama County,Siskiyou County,208,30,178,238
6,103,6,95,Tehama County,Solano County,25,76,-51,101
6,103,6,97,Tehama County,Sonoma County,127,0,127,127
6,103,6,99,Tehama County,Stanislaus County,7,0,7,7
6,103,6,101,Tehama County,Sutter County,79,20,59,99
6,103,6,105,Tehama County,Trinity County,0,11,-11,11
6,103,6,109,Tehama County,Tuolumne County,0,14,-14,14
6,103,6,111,Tehama County,Ventura County,35,0,35,35
6,103,6,113,Tehama County,Yolo County,47,11,36,58
6,103,6,115,Tehama County,Yuba County,0,41,-41,41
6,105,6,1,Trinity County,Alameda County,6,0,6,6
6,105,6,7,Trinity County,Butte County,0,23,-23,23
6,105,6,13,Trinity County,Contra Costa County,0,8,-8,8
6,105,6,23,Trinity County,Humboldt County,165,47,118,212
6,105,6,29,Trinity County,Kern County,9,12,-3,21
6,105,6,31,Trinity County,Kings County,10,0,10,10
6,105,6,33,Trinity County,Lake County,3,0,3,3
6,105,6,35,Trinity County,Lassen County,4,39,-35,43
6,105,6,37,Trinity County,Los Angeles County,37,0,37,37
6,105,6,45,Trinity County,Mendocino County,0,6,-6,6
6,105,6,53,Trinity County,Monterey County,5,0,5,5
6,105,6,55,Trinity County,Napa County,30,23,7,53
6,105,6,61,Trinity County,Placer County,9,0,9,9
6,105,6,65,Trinity County,Riverside County,5,25,-20,30
6,105,6,67,Trinity County,Sacramento County,1,0,1,1
6,105,6,71,Trinity County,San Bernardino County,10,0,10,10
6,105,6,73,Trinity County,San Diego County,14,0,14,14
6,105,6,75,Trinity County,San Francisco County,5,0,5,5
6,105,6,77,Trinity County,San Joaquin County,0,30,-30,30
6,105,6,85,Trinity County,Santa Clara County,8,10,-2,18
6,105,6,89,Trinity County,Shasta County,144,97,47,241
6,105,6,93,Trinity County,Siskiyou County,0,5,-5,5
6,105,6,95,Trinity County,Solano County,0,12,-12,12
6,105,6,97,Trinity County,Sonoma County,3,0,3,3
6,105,6,99,Trinity County,Stanislaus County,1,0,1,1
6,105,6,103,Trinity County,Tehama County,11,0,11,11
6,105,6,107,Trinity County,Tulare County,4,0,4,4
6,107,6,1,Tulare County,Alameda County,91,262,-171,353
6,107,6,5,Tulare County,Amador County,0,19,-19,19
6,107,6,7,Tulare County,Butte County,40,40,0,80
6,107,6,9,Tulare County,Calaveras County,3,0,3,3
6,107,6,13,Tulare County,Contra Costa County,83,300,-217,383
6,107,6,15,Tulare County,Del Norte County,0,1,-1,1
6,107,6,17,Tulare County,El Dorado County,8,0,8,8
6,107,6,19,Tulare County,Fresno County,"2,118","2,346",-228,"4,464"
6,107,6,21,Tulare County,Glenn County,0,5,-5,5
6,107,6,23,Tulare County,Humboldt County,0,24,-24,24
6,107,6,25,Tulare County,Imperial County,1,87,-86,88
6,107,6,27,Tulare County,Inyo County,1,0,1,1
6,107,6,29,Tulare County,Kern County,"1,182","1,112",70,"2,294"
6,107,6,31,Tulare County,Kings County,631,"1,155",-524,"1,786"
6,107,6,37,Tulare County,Los Angeles County,"1,454",909,545,"2,363"
6,107,6,39,Tulare County,Madera County,95,218,-123,313
6,107,6,41,Tulare County,Marin County,0,4,-4,4
6,107,6,45,Tulare County,Mendocino County,23,0,23,23
6,107,6,47,Tulare County,Merced County,142,56,86,198
6,107,6,53,Tulare County,Monterey County,151,393,-242,544
6,107,6,55,Tulare County,Napa County,0,49,-49,49
6,107,6,57,Tulare County,Nevada County,7,0,7,7
6,107,6,59,Tulare County,Orange County,222,97,125,319
6,107,6,61,Tulare County,Placer County,39,0,39,39
6,107,6,65,Tulare County,Riverside County,174,172,2,346
6,107,6,67,Tulare County,Sacramento County,290,343,-53,633
6,107,6,69,Tulare County,San Benito County,0,2,-2,2
6,107,6,71,Tulare County,San Bernardino County,544,27,517,571
6,107,6,73,Tulare County,San Diego County,176,172,4,348
6,107,6,75,Tulare County,San Francisco County,46,53,-7,99
6,107,6,77,Tulare County,San Joaquin County,65,462,-397,527
6,107,6,79,Tulare County,San Luis Obispo County,136,151,-15,287
6,107,6,81,Tulare County,San Mateo County,83,14,69,97
6,107,6,83,Tulare County,Santa Barbara County,13,115,-102,128
6,107,6,85,Tulare County,Santa Clara County,375,126,249,501
6,107,6,87,Tulare County,Santa Cruz County,1,79,-78,80
6,107,6,89,Tulare County,Shasta County,131,7,124,138
6,107,6,95,Tulare County,Solano County,54,65,-11,119
6,107,6,97,Tulare County,Sonoma County,155,177,-22,332
6,107,6,99,Tulare County,Stanislaus County,262,132,130,394
6,107,6,101,Tulare County,Sutter County,191,0,191,191
6,107,6,105,Tulare County,Trinity County,0,4,-4,4
6,107,6,109,Tulare County,Tuolumne County,8,145,-137,153
6,107,6,111,Tulare County,Ventura County,292,398,-106,690
6,107,6,113,Tulare County,Yolo County,17,205,-188,222
6,107,6,115,Tulare County,Yuba County,65,32,33,97
6,109,6,1,Tuolumne County,Alameda County,138,38,100,176
6,109,6,5,Tuolumne County,Amador County,22,20,2,42
6,109,6,7,Tuolumne County,Butte County,18,77,-59,95
6,109,6,9,Tuolumne County,Calaveras County,233,74,159,307
6,109,6,13,Tuolumne County,Contra Costa County,119,82,37,201
6,109,6,15,Tuolumne County,Del Norte County,0,14,-14,14
6,109,6,17,Tuolumne County,El Dorado County,62,68,-6,130
6,109,6,19,Tuolumne County,Fresno County,147,75,72,222
6,109,6,21,Tuolumne County,Glenn County,5,0,5,5
6,109,6,23,Tuolumne County,Humboldt County,0,35,-35,35
6,109,6,25,Tuolumne County,Imperial County,21,0,21,21
6,109,6,27,Tuolumne County,Inyo County,7,5,2,12
6,109,6,29,Tuolumne County,Kern County,203,51,152,254
6,109,6,31,Tuolumne County,Kings County,74,76,-2,150
6,109,6,33,Tuolumne County,Lake County,0,5,-5,5
6,109,6,35,Tuolumne County,Lassen County,30,58,-28,88
6,109,6,37,Tuolumne County,Los Angeles County,418,262,156,680
6,109,6,39,Tuolumne County,Madera County,0,68,-68,68
6,109,6,41,Tuolumne County,Marin County,36,53,-17,89
6,109,6,43,Tuolumne County,Mariposa County,28,35,-7,63
6,109,6,45,Tuolumne County,Mendocino County,134,13,121,147
6,109,6,47,Tuolumne County,Merced County,53,132,-79,185
6,109,6,53,Tuolumne County,Monterey County,65,78,-13,143
6,109,6,57,Tuolumne County,Nevada County,46,0,46,46
6,109,6,59,Tuolumne County,Orange County,43,23,20,66
6,109,6,61,Tuolumne County,Placer County,22,24,-2,46
6,109,6,65,Tuolumne County,Riverside County,136,116,20,252
6,109,6,67,Tuolumne County,Sacramento County,128,136,-8,264
6,109,6,71,Tuolumne County,San Bernardino County,132,200,-68,332
6,109,6,73,Tuolumne County,San Diego County,196,48,148,244
6,109,6,75,Tuolumne County,San Francisco County,49,1,48,50
6,109,6,77,Tuolumne County,San Joaquin County,160,301,-141,461
6,109,6,79,Tuolumne County,San Luis Obispo County,84,31,53,115
6,109,6,81,Tuolumne County,San Mateo County,32,5,27,37
6,109,6,83,Tuolumne County,Santa Barbara County,12,0,12,12
6,109,6,85,Tuolumne County,Santa Clara County,116,40,76,156
6,109,6,87,Tuolumne County,Santa Cruz County,19,0,19,19
6,109,6,89,Tuolumne County,Shasta County,37,1,36,38
6,109,6,93,Tuolumne County,Siskiyou County,0,1,-1,1
6,109,6,95,Tuolumne County,Solano County,82,0,82,82
6,109,6,97,Tuolumne County,Sonoma County,49,7,42,56
6,109,6,99,Tuolumne County,Stanislaus County,462,261,201,723
6,109,6,101,Tuolumne County,Sutter County,0,4,-4,4
6,109,6,103,Tuolumne County,Tehama County,14,0,14,14
6,109,6,107,Tuolumne County,Tulare County,145,8,137,153
6,109,6,111,Tuolumne County,Ventura County,41,14,27,55
6,109,6,113,Tuolumne County,Yolo County,16,72,-56,88
6,109,6,115,Tuolumne County,Yuba County,12,0,12,12
6,111,6,1,Ventura County,Alameda County,307,316,-9,623
6,111,6,5,Ventura County,Amador County,0,43,-43,43
6,111,6,7,Ventura County,Butte County,55,323,-268,378
6,111,6,9,Ventura County,Calaveras County,11,11,0,22
6,111,6,13,Ventura County,Contra Costa County,80,99,-19,179
6,111,6,15,Ventura County,Del Norte County,0,1,-1,1
6,111,6,17,Ventura County,El Dorado County,18,77,-59,95
6,111,6,19,Ventura County,Fresno County,289,106,183,395
6,111,6,21,Ventura County,Glenn County,0,8,-8,8
6,111,6,23,Ventura County,Humboldt County,0,31,-31,31
6,111,6,25,Ventura County,Imperial County,1,23,-22,24
6,111,6,27,Ventura County,Inyo County,0,3,-3,3
6,111,6,29,Ventura County,Kern County,915,"1,042",-127,"1,957"
6,111,6,31,Ventura County,Kings County,59,82,-23,141
6,111,6,33,Ventura County,Lake County,32,0,32,32
6,111,6,35,Ventura County,Lassen County,10,29,-19,39
6,111,6,37,Ventura County,Los Angeles County,"10,223","7,930","2,293","18,153"
6,111,6,39,Ventura County,Madera County,56,123,-67,179
6,111,6,41,Ventura County,Marin County,23,99,-76,122
6,111,6,45,Ventura County,Mendocino County,0,8,-8,8
6,111,6,47,Ventura County,Merced County,72,44,28,116
6,111,6,51,Ventura County,Mono County,0,1,-1,1
6,111,6,53,Ventura County,Monterey County,419,433,-14,852
6,111,6,55,Ventura County,Napa County,41,1,40,42
6,111,6,57,Ventura County,Nevada County,39,89,-50,128
6,111,6,59,Ventura County,Orange County,"1,011","1,554",-543,"2,565"
6,111,6,61,Ventura County,Placer County,19,180,-161,199
6,111,6,63,Ventura County,Plumas County,66,33,33,99
6,111,6,65,Ventura County,Riverside County,721,923,-202,"1,644"
6,111,6,67,Ventura County,Sacramento County,301,277,24,578
6,111,6,69,Ventura County,San Benito County,8,0,8,8
6,111,6,71,Ventura County,San Bernardino County,468,650,-182,"1,118"
6,111,6,73,Ventura County,San Diego County,"1,357","1,230",127,"2,587"
6,111,6,75,Ventura County,San Francisco County,139,268,-129,407
6,111,6,77,Ventura County,San Joaquin County,54,231,-177,285
6,111,6,79,Ventura County,San Luis Obispo County,261,346,-85,607
6,111,6,81,Ventura County,San Mateo County,137,253,-116,390
6,111,6,83,Ventura County,Santa Barbara County,"1,934","1,311",623,"3,245"
6,111,6,85,Ventura County,Santa Clara County,358,477,-119,835
6,111,6,87,Ventura County,Santa Cruz County,202,195,7,397
6,111,6,89,Ventura County,Shasta County,279,50,229,329
6,111,6,93,Ventura County,Siskiyou County,0,6,-6,6
6,111,6,95,Ventura County,Solano County,246,60,186,306
6,111,6,97,Ventura County,Sonoma County,206,247,-41,453
6,111,6,99,Ventura County,Stanislaus County,213,0,213,213
6,111,6,101,Ventura County,Sutter County,32,2,30,34
6,111,6,103,Ventura County,Tehama County,0,35,-35,35
6,111,6,107,Ventura County,Tulare County,398,292,106,690
6,111,6,109,Ventura County,Tuolumne County,14,41,-27,55
6,111,6,113,Ventura County,Yolo County,49,547,-498,596
6,111,6,115,Ventura County,Yuba County,26,7,19,33
6,113,6,1,Yolo County,Alameda County,"1,039",931,108,"1,970"
6,113,6,5,Yolo County,Amador County,10,17,-7,27
6,113,6,7,Yolo County,Butte County,186,133,53,319
6,113,6,11,Yolo County,Colusa County,131,8,123,139
6,113,6,13,Yolo County,Contra Costa County,611,618,-7,"1,229"
6,113,6,15,Yolo County,Del Norte County,37,0,37,37
6,113,6,17,Yolo County,El Dorado County,166,268,-102,434
6,113,6,19,Yolo County,Fresno County,148,66,82,214
6,113,6,21,Yolo County,Glenn County,24,6,18,30
6,113,6,23,Yolo County,Humboldt County,35,142,-107,177
6,113,6,25,Yolo County,Imperial County,49,0,49,49
6,113,6,29,Yolo County,Kern County,240,91,149,331
6,113,6,31,Yolo County,Kings County,145,28,117,173
6,113,6,33,Yolo County,Lake County,21,22,-1,43
6,113,6,35,Yolo County,Lassen County,7,28,-21,35
6,113,6,37,Yolo County,Los Angeles County,"2,273",624,"1,649","2,897"
6,113,6,39,Yolo County,Madera County,22,0,22,22
6,113,6,41,Yolo County,Marin County,151,64,87,215
6,113,6,43,Yolo County,Mariposa County,26,10,16,36
6,113,6,45,Yolo County,Mendocino County,27,0,27,27
6,113,6,47,Yolo County,Merced County,57,30,27,87
6,113,6,49,Yolo County,Modoc County,105,0,105,105
6,113,6,53,Yolo County,Monterey County,121,334,-213,455
6,113,6,55,Yolo County,Napa County,94,129,-35,223
6,113,6,57,Yolo County,Nevada County,61,38,23,99
6,113,6,59,Yolo County,Orange County,436,413,23,849
6,113,6,61,Yolo County,Placer County,523,465,58,988
6,113,6,63,Yolo County,Plumas County,15,26,-11,41
6,113,6,65,Yolo County,Riverside County,385,95,290,480
6,113,6,67,Yolo County,Sacramento County,"3,784","5,175","-1,391","8,959"
6,113,6,69,Yolo County,San Benito County,23,0,23,23
6,113,6,71,Yolo County,San Bernardino County,120,246,-126,366
6,113,6,73,Yolo County,San Diego County,719,309,410,"1,028"
6,113,6,75,Yolo County,San Francisco County,453,474,-21,927
6,113,6,77,Yolo County,San Joaquin County,314,265,49,579
6,113,6,79,Yolo County,San Luis Obispo County,238,139,99,377
6,113,6,81,Yolo County,San Mateo County,491,284,207,775
6,113,6,83,Yolo County,Santa Barbara County,163,137,26,300
6,113,6,85,Yolo County,Santa Clara County,"1,159",443,716,"1,602"
6,113,6,87,Yolo County,Santa Cruz County,228,186,42,414
6,113,6,89,Yolo County,Shasta County,74,46,28,120
6,113,6,93,Yolo County,Siskiyou County,15,18,-3,33
6,113,6,95,Yolo County,Solano County,857,477,380,"1,334"
6,113,6,97,Yolo County,Sonoma County,369,451,-82,820
6,113,6,99,Yolo County,Stanislaus County,215,55,160,270
6,113,6,101,Yolo County,Sutter County,434,0,434,434
6,113,6,103,Yolo County,Tehama County,11,47,-36,58
6,113,6,107,Yolo County,Tulare County,205,17,188,222
6,113,6,109,Yolo County,Tuolumne County,72,16,56,88
6,113,6,111,Yolo County,Ventura County,547,49,498,596
6,113,6,115,Yolo County,Yuba County,30,123,-93,153
6,115,6,1,Yuba County,Alameda County,14,10,4,24
6,115,6,5,Yuba County,Amador County,0,5,-5,5
6,115,6,7,Yuba County,Butte County,216,372,-156,588
6,115,6,9,Yuba County,Calaveras County,0,29,-29,29
6,115,6,11,Yuba County,Colusa County,17,135,-118,152
6,115,6,13,Yuba County,Contra Costa County,102,40,62,142
6,115,6,15,Yuba County,Del Norte County,0,216,-216,216
6,115,6,17,Yuba County,El Dorado County,82,102,-20,184
6,115,6,19,Yuba County,Fresno County,2,3,-1,5
6,115,6,23,Yuba County,Humboldt County,0,41,-41,41
6,115,6,31,Yuba County,Kings County,8,11,-3,19
6,115,6,33,Yuba County,Lake County,8,0,8,8
6,115,6,35,Yuba County,Lassen County,22,0,22,22
6,115,6,37,Yuba County,Los Angeles County,54,70,-16,124
6,115,6,39,Yuba County,Madera County,0,17,-17,17
6,115,6,41,Yuba County,Marin County,23,5,18,28
6,115,6,47,Yuba County,Merced County,0,4,-4,4
6,115,6,49,Yuba County,Modoc County,0,23,-23,23
6,115,6,51,Yuba County,Mono County,0,105,-105,105
6,115,6,57,Yuba County,Nevada County,220,40,180,260
6,115,6,59,Yuba County,Orange County,15,23,-8,38
6,115,6,61,Yuba County,Placer County,601,196,405,797
6,115,6,63,Yuba County,Plumas County,0,29,-29,29
6,115,6,65,Yuba County,Riverside County,5,55,-50,60
6,115,6,67,Yuba County,Sacramento County,567,410,157,977
6,115,6,71,Yuba County,San Bernardino County,0,28,-28,28
6,115,6,73,Yuba County,San Diego County,120,25,95,145
6,115,6,75,Yuba County,San Francisco County,32,20,12,52
6,115,6,77,Yuba County,San Joaquin County,106,86,20,192
6,115,6,79,Yuba County,San Luis Obispo County,98,8,90,106
6,115,6,81,Yuba County,San Mateo County,25,0,25,25
6,115,6,83,Yuba County,Santa Barbara County,0,24,-24,24
6,115,6,85,Yuba County,Santa Clara County,29,0,29,29
6,115,6,87,Yuba County,Santa Cruz County,38,0,38,38
6,115,6,89,Yuba County,Shasta County,2,19,-17,21
6,115,6,93,Yuba County,Siskiyou County,0,2,-2,2
6,115,6,95,Yuba County,Solano County,159,80,79,239
6,115,6,97,Yuba County,Sonoma County,21,18,3,39
6,115,6,99,Yuba County,Stanislaus County,15,0,15,15
6,115,6,101,Yuba County,Sutter County,"1,387","1,571",-184,"2,958"
6,115,6,103,Yuba County,Tehama County,41,0,41,41
6,115,6,107,Yuba County,Tulare County,32,65,-33,97
6,115,6,109,Yuba County,Tuolumne County,0,12,-12,12
6,115,6,111,Yuba County,Ventura County,7,26,-19,33
6,115,6,113,Yuba County,Yolo County,123,30,93,153
